ref_date,geo,value,mom_pct
2023-12-01,Nova Scotia,1800182,1.953919222147582
2023-12-01,New Brunswick,1478809,-0.39013849512428145
2023-12-01,Quebec,14880043,-0.3588210446918816
2023-12-01,Ontario,25303918,1.141280565318592
2023-12-01,Manitoba,2248645,-0.1215697735879595
2023-12-01,Saskatchewan,2105156,1.2975227012339108
2023-12-01,Alberta,8521522,0.6039170907332414
2023-12-01,British Columbia,9130911,1.0539551039827844
2024-01-01,Canada,66603347,-0.5121499630180715
2024-01-01,Newfoundland and Labrador,966062,0.5976114286547318
2024-01-01,Prince Edward Island,303936,7.3280976326346225
2024-01-01,Nova Scotia,1851279,2.838435224882807
2024-01-01,New Brunswick,1511016,2.177901270549465
2024-01-01,Quebec,14743419,-0.9181693896986753
2024-01-01,Ontario,25272916,-0.12251857597704863
2024-01-01,Manitoba,2274156,1.1345054466133986
2024-01-01,Saskatchewan,2073641,-1.4970386992697926
2024-01-01,Alberta,8490079,-0.3689833811377774
2024-01-01,British Columbia,8879430,-2.754172064539895
2024-02-01,Canada,66551979,-0.07712525317984387
2024-02-01,Newfoundland and Labrador,1012208,4.776712053677712
2024-02-01,Prince Edward Island,304403,0.1536507685828692
2024-02-01,Nova Scotia,1831195,-1.0848715941789489
2024-02-01,New Brunswick,1488766,-1.4725191526760772
2024-02-01,Quebec,14759045,0.10598627089144497
2024-02-01,Ontario,25179777,-0.3685328594452697
2024-02-01,Manitoba,2262225,-0.524634193960305
2024-02-01,Saskatchewan,2114385,1.9648531254927937
2024-02-01,Alberta,8392130,-1.1536877336477125
2024-02-01,British Columbia,8969749,1.0171711472470646
2024-03-01,Canada,66439745,-0.1686411158411949
2024-03-01,Newfoundland and Labrador,977408,-3.438028547492211
2024-03-01,Prince Edward Island,306637,0.7338955266538161
2024-03-01,Nova Scotia,1839671,0.4628671441326615
2024-03-01,New Brunswick,1486245,-0.16933487196778563
2024-03-01,Quebec,14843525,0.5723947586039557
2024-03-01,Ontario,25097796,-0.32558270869516015
2024-03-01,Manitoba,2256356,-0.2594348484346143
2024-03-01,Saskatchewan,2041846,-3.430737543068074
2024-03-01,Alberta,8420244,0.3350043433550276
2024-03-01,British Columbia,8933235,-0.40707939542120597
